temp,pressure,alarm
10.251,201635.6,0
9.959,201082.2,0
10.367,197960.6,0
10.241,199319.4,0
10.562,198783.4,0
10.235,198489.3,0
9.545,199988.6,0
9.996,199822.7,0
9.665,198762.7,0
9.861,198877.1,0
10.47,199682.1,0
10.208,200080.7,0
9.807,198842.8,0
9.713,199736.9,0
10.027,200219.0,0
9.652,200581.9,0
9.815,199959.2,0
10.11,199823.5,0
10.363,199423.4,0
10.2,199253.2,0
9.33,199839.1,0
10.108,199754.7,0
10.039,200071.6,0
10.141,198892.8,0
10.502,200297.3,0
9.398,198136.2,0
9.84,200336.7,0
10.195,199441.2,0
9.543,198521.5,0
10.46,198526.6,0
10.128,200199.5,0
10.272,199773.9,0
9.846,199854.5,0
10.262,199456.9,0
10.338,199239.6,0
10.088,199765.1,0
10.088,199609.6,0
10.099,198879.9,0
9.759,197963.7,0
9.974,198939.5,0
9.972,199793.1,0
10.133,200465.9,0
10.318,197639.0,0
9.701,199133.6,0
9.981,199846.6,0
10.463,199754.6,0
9.795,199684.6,0
9.772,199105.1,0
10.079,198850.9,0
10.272,200075.8,0
10.022,199856.2,0
10.417,199550.9,0
10.276,201625.3,0
10.271,200840.7,0
10.185,200116.1,0
10.717,200548.2,0
9.957,200270.2,0
9.418,199348.2,0
10.5,198508.4,0
9.882,200584.6,0
10.051,199605.2,0
10.412,200519.0,0
9.538,200436.3,0
9.644,198116.5,0
9.539,200243.5,0
9.781,201348.6,0
10.151,199435.5,0
10.177,199960.8,0
10.102,200652.8,0
9.596,198148.2,0
9.326,197575.2,0
10.036,199454.8,0
9.878,198042.8,0
10.157,200953.9,0
10.23,200467.8,0
10.061,200907.1,0
10.248,199560.3,0
10.089,200725.5,0
10.179,199695.6,0
9.809,200002.4,0
9.966,201743.7,0
10.079,198344.8,0
10.266,201335.6,0
9.902,197720.3,0
10.177,199581.1,0
9.94,200155.7,0
9.985,199101.8,0
10.269,199880.5,0
9.422,199961.6,0
9.632,200211.9,0
9.576,199391.2,0
9.32,198910.5,0
9.817,199777.1,0
10.245,199266.0,0
9.935,199615.3,0
10.08,199275.9,0
10.348,199784.7,0
10.419,198977.7,0
10.0,199104.5,0
10.427,198472.3,0
10.049,199737.1,0
9.77,198679.5,0
9.843,199887.6,0
9.577,200596.2,0
9.755,201143.3,0
9.914,199465.4,0
10.262,202346.8,0
10.538,200189.8,0
9.607,199699.8,0
10.139,201512.8,0
9.709,198687.7,0
10.164,199554.4,0
9.982,199270.6,0
9.472,198276.4,0
10.3,200556.5,0
9.84,199860.0,0
9.862,200231.9,0
9.701,200214.7,0
9.826,197871.4,0
10.15,200755.9,0
9.965,198810.0,0
10.121,200536.7,0
10.131,198308.1,0
10.418,199922.7,0
9.919,198929.2,0
9.579,199782.9,0
10.342,199400.3,0
9.923,199843.7,0
10.357,199327.5,0
10.137,199074.1,0
9.983,200802.8,0
10.127,200801.4,0
10.608,201452.4,0
10.646,199600.8,0
10.044,199469.0,0
10.071,199653.9,0
10.346,198897.9,0
9.769,198347.9,0
10.123,199042.8,0
10.015,198847.0,0
10.117,200143.6,0
9.773,200364.6,0
9.546,197625.7,0
9.401,198787.7,0
9.688,199972.1,0
9.886,199724.6,0
9.935,199372.2,0
10.605,199342.1,0
10.355,199917.6,0
9.735,199975.4,0
10.128,198270.0,0
9.901,197785.6,0
9.938,199486.7,0
10.079,200300.3,0
10.209,199126.2,0
9.922,201744.1,0
10.343,200392.5,0
9.681,199097.0,0
10.026,197833.2,0
10.803,200294.0,0
10.091,198723.0,0
10.454,198984.2,0
10.052,198788.7,0
10.198,198281.4,0
10.007,199022.0,0
9.973,199009.1,0
9.79,198700.6,0
10.153,198905.4,0
9.769,201321.7,0
10.224,200250.0,0
10.35,199379.3,0
10.135,197807.7,0
9.939,200050.8,0
10.161,201341.5,0
9.932,201236.4,0
10.305,199370.6,0
9.475,199850.6,0
9.924,198396.4,0
9.428,199767.0,0
9.576,200187.5,0
10.434,200006.0,0
10.294,200674.6,0
9.809,200157.5,0
9.574,197864.1,0
9.136,199113.6,0
9.862,200490.4,0
10.751,197862.4,0
10.156,199561.6,0
9.858,199066.9,0
10.165,198253.0,0
9.557,200430.7,0
9.936,198704.2,0
10.055,201606.0,0
10.0,199272.7,0
10.263,200560.9,0
10.129,201162.8,0
10.226,199813.1,0
9.819,199567.2,0
10.295,200250.2,0
10.515,201136.9,0
9.735,199805.8,0
9.76,198779.0,0
10.427,198037.6,0
9.969,199822.0,0
10.447,198468.4,0
9.893,200400.7,0
10.463,200736.1,0
10.066,200056.2,0
10.104,199414.1,0
10.496,200088.5,0
9.918,199498.3,0
9.744,199207.9,0
9.892,199030.9,0
10.162,199583.7,0
9.557,199484.9,0
10.218,200709.9,0
9.865,200038.5,0
10.371,198140.5,0
9.309,199963.4,0
9.791,199558.4,0
9.521,199746.9,0
9.779,199215.1,0
10.101,199498.4,0
9.973,201108.1,0
9.951,199094.3,0
9.979,198822.8,0
10.088,198758.1,0
9.725,198389.9,0
10.239,200057.7,0
10.226,200629.8,0
10.143,198859.1,0
10.195,199982.9,0
10.117,200487.5,0
10.638,199675.9,0
10.002,199466.7,0
9.936,198789.5,0
9.802,200067.5,0
9.718,199207.4,0
9.655,200044.4,0
9.761,198929.6,0
10.007,199765.5,0
10.128,200529.2,0
10.043,199921.8,0
9.798,198800.9,0
10.298,198341.0,0
10.25,199506.4,0
9.98,200822.5,0
9.832,200224.7,0
10.193,201410.1,0
10.085,202171.9,0
9.594,199330.4,0
10.008,200064.0,0
10.107,199424.7,0
9.759,198883.6,0
10.086,199868.4,0
9.592,199680.2,0
10.43,199376.9,0
10.403,199071.8,0
9.953,199558.6,0
10.138,199055.1,0
9.306,199283.4,0
9.682,198316.1,0
9.941,198607.8,0
9.708,198880.0,0
10.244,199617.1,0
10.628,199496.1,0
9.676,198823.7,0
9.778,198912.9,0
10.1,199621.7,0
10.513,198934.0,0
9.663,198456.4,0
10.104,200091.6,0
10.576,198046.0,0
9.534,198367.6,0
9.645,200527.6,0
9.903,198248.6,0
9.874,200899.0,0
10.274,198244.9,0
10.102,198437.9,0
9.497,198349.9,0
10.185,198090.6,0
9.857,200797.0,0
10.412,200599.6,0
9.842,198005.8,0
9.839,200971.3,0
10.193,198171.9,0
10.259,202358.6,0
10.165,199248.0,0
9.525,198793.8,0
10.192,199892.3,0
9.72,198513.0,0
10.101,197978.0,0
9.603,198954.3,0
10.165,199470.8,0
9.789,197226.1,0
9.646,198491.0,0
10.245,201338.9,0
10.103,199376.4,0
9.847,196986.6,0
10.466,199384.5,0
9.899,199739.6,0
10.041,199363.2,0
10.112,200164.7,0
9.845,199089.5,0
10.173,200393.8,0
9.871,199363.4,0
9.908,199491.3,0
10.44,199720.7,0
9.719,200068.9,0
9.308,199728.0,0
10.515,198627.0,0
10.796,200971.8,0
9.91,198585.4,0
9.451,198499.4,0
9.939,197421.4,0
9.946,199110.5,0
9.975,198866.0,0
9.698,199430.9,0
10.206,198532.8,0
10.189,201011.2,0
9.584,198773.2,0
10.242,198772.1,0
10.648,199286.6,0
10.084,199731.5,0
9.931,200565.6,0
9.99,199880.5,0
10.217,199861.8,0
9.513,199472.4,0
10.082,198532.7,0
9.915,198734.4,0
10.587,197131.7,0
9.98,199035.7,0
10.533,199987.9,0
9.702,199087.5,0
10.209,199778.7,0
10.129,201244.6,0
9.772,199450.2,0
10.086,199917.3,0
10.397,199458.5,0
9.936,198523.3,0
9.525,199126.6,0
10.028,198249.7,0
9.762,200186.3,0
9.93,200266.2,0
10.009,199243.4,0
9.522,201104.7,0
9.549,199107.9,0
10.178,200205.8,0
9.877,199084.6,0
9.264,199777.9,0
10.269,197936.1,0
10.115,198834.0,0
9.819,199394.3,0
9.639,200177.3,0
10.284,199373.2,0
10.139,200691.5,0
10.749,198961.9,0
10.16,198397.3,0
10.15,201192.2,0
9.984,197804.2,0
10.279,198585.3,0
10.222,199310.7,0
10.41,199024.4,0
9.878,199443.3,0
9.904,199414.3,0
9.891,201511.3,0
10.272,199075.2,0
10.484,199673.0,0
9.897,199364.3,0
9.907,196880.7,0
10.129,198109.5,0
9.961,197096.3,0
10.32,198188.6,0
9.359,199107.2,0
9.787,200138.1,0
9.8,200616.7,0
9.339,201790.0,0
9.746,199359.1,0
9.76,199301.8,0
9.975,197820.9,0
10.369,198265.6,0
9.962,200074.2,0
9.726,201196.5,0
10.018,200659.8,0
10.35,198648.1,0
9.742,198105.6,0
9.762,197444.3,0
10.203,199178.3,0
9.969,201211.1,0
10.23,198743.3,0
10.031,198620.2,0
10.246,198999.8,0
9.725,198973.8,0
10.032,199329.9,0
9.972,196728.8,0
9.671,198258.5,0
9.567,198855.0,0
10.242,199514.6,0
9.931,198673.2,0
9.729,199453.6,0
10.007,198613.6,0
10.374,200081.7,0
9.352,199561.2,0
9.587,199430.3,0
9.759,200052.1,0
10.475,199823.3,0
10.121,198673.7,0
10.267,198435.4,0
9.694,200592.2,0
9.701,201194.6,0
10.171,200422.7,0
10.054,200396.1,0
10.201,198228.9,0
9.98,199093.5,0
10.12,198962.8,0
10.084,198926.7,0
10.27,198449.2,0
10.279,199598.9,0
9.551,199609.7,0
9.363,198341.6,0
10.338,198514.3,0
10.393,199452.3,0
9.731,199220.5,0
9.479,198649.3,0
10.067,199047.9,0
10.317,197937.4,0
10.577,199915.6,0
10.192,198853.4,0
9.926,198818.0,0
9.77,199725.3,0
10.041,200294.8,0
9.948,199250.6,0
9.733,198620.1,0
10.652,199646.1,0
10.573,199303.7,0
10.379,199556.7,0
9.762,200052.5,0
10.294,199065.9,0
10.23,200263.4,0
10.171,198662.5,0
10.413,198553.6,0
10.229,200134.2,0
10.26,199679.0,0
10.229,199077.6,0
10.14,199220.0,0
9.503,198936.3,0
10.063,199033.1,0
9.871,198000.8,0
9.654,198457.2,0
10.543,199076.6,0
10.557,197661.5,0
10.446,197069.8,0
10.115,197614.1,0
10.444,200403.6,0
10.042,201143.1,0
10.1,199501.8,0
9.711,199046.6,0
10.158,200369.2,0
10.057,198123.7,0
9.648,199525.5,0
10.024,199530.8,0
10.015,198962.8,0
10.578,197360.5,0
10.307,200326.4,0
10.043,198642.0,0
10.114,198511.0,0
10.053,197702.1,0
9.978,199803.4,0
9.715,199578.8,0
9.994,199751.4,0
9.816,198750.7,0
9.664,198904.1,0
10.193,198507.3,0
10.157,199442.3,0
9.504,199190.2,0
10.003,198884.1,0
10.339,197962.3,0
10.358,198878.7,0
10.348,197716.1,0
10.052,198566.3,0
9.786,198370.4,0
9.715,198956.8,0
10.143,199460.1,0
10.154,199030.5,0
10.426,198592.0,0
10.37,198924.1,0
10.001,199340.9,0
9.667,199613.8,0
9.945,200533.3,0
10.106,201566.9,0
9.98,200640.8,0
9.867,199180.5,0
10.116,198253.5,0
9.889,198817.7,0
9.852,199385.6,0
10.134,198761.8,0
9.92,198853.7,0
10.114,199828.1,0
10.123,198981.5,0
9.699,199498.9,0
9.897,198954.4,0
10.472,197170.5,0
9.692,197167.8,0
9.406,199554.6,0
9.483,199085.4,0
10.05,199314.8,0
10.051,199449.6,0
10.006,199389.4,0
10.406,199120.1,0
9.24,200448.5,0
10.16,199381.3,0
10.51,199407.4,0
9.703,198651.2,0
9.928,198009.3,0
9.816,201334.1,0
9.773,199983.3,0
9.944,199411.5,0
10.47,198927.4,0
10.593,199782.8,0
9.941,198652.6,0
10.614,199860.9,0
10.053,200652.8,0
10.568,199078.2,0
10.014,200705.9,0
10.082,198890.9,0
10.152,197373.9,0
10.996,199975.8,0
10.298,199051.9,0
9.83,199979.7,0
10.333,198030.3,0
9.934,198664.0,0
9.896,200492.2,0
10.315,199443.2,0
10.052,200644.0,0
10.126,198518.7,0
10.047,201506.6,0
10.144,201420.8,0
10.17,199897.3,0
9.462,199295.4,0
10.243,199574.8,0
9.748,200184.5,0
9.61,199391.2,0
10.026,198791.5,0
10.068,198110.3,0
9.835,196964.6,0
10.293,198840.1,0
9.641,197074.6,0
9.921,198980.9,0
9.868,200693.6,0
10.029,199060.2,0
10.127,198186.7,0
9.741,198616.8,0
10.261,198313.4,0
10.063,200828.4,0
9.476,198469.3,0
9.456,197337.5,0
10.04,201671.8,0
9.978,198932.5,0
10.013,198242.2,0
10.036,199129.9,0
10.112,198883.3,0
10.328,199588.3,0
9.711,198955.2,0
9.693,196975.1,0
9.716,198936.6,0
10.131,200001.1,0
10.418,198576.3,0
9.915,199840.9,0
9.294,200056.2,0
9.533,200290.2,0
9.795,198073.3,0
9.877,198175.8,0
9.922,199130.1,0
10.056,197292.7,0
9.951,198025.8,0
10.36,199402.6,0
9.842,197019.3,0
9.786,197308.1,0
10.189,199611.8,0
9.584,197479.8,0
10.162,201790.6,0
10.076,198079.3,0
10.001,198014.2,0
10.522,197677.2,0
9.859,199058.0,0
10.663,198874.7,0
9.978,199462.2,0
9.662,198823.5,0
10.066,199993.0,0
9.723,198837.8,0
9.82,198694.1,0
10.165,199295.4,0
10.212,197105.8,0
9.859,197943.2,0
10.342,200766.6,0
10.393,197280.6,0
10.477,199943.8,0
10.205,196668.5,0
10.455,197446.3,0
9.482,198269.8,0
9.951,199478.4,0
9.786,198900.6,0
10.082,199439.8,0
9.875,198508.6,0
9.996,198879.0,0
10.611,199074.3,0
9.995,199988.2,0
10.17,200770.7,0
9.977,197963.3,0
10.069,198877.1,0
10.048,198634.2,0
10.181,199347.8,0
10.396,200444.7,0
10.541,199137.2,0
10.14,198475.5,0
10.224,200073.4,0
9.702,198800.5,0
10.02,198893.7,0
10.329,199647.7,0
10.307,197724.2,0
10.11,197659.4,0
10.313,198043.2,0
10.194,198762.3,0
10.407,200082.7,0
10.134,198376.9,0
9.941,198530.0,0
10.148,199224.5,0
9.168,198113.3,0
10.162,198573.0,0
8.953,199008.8,0
9.53,199615.8,0
10.183,199990.9,0
10.191,198887.2,0
9.699,198749.1,0
9.834,198831.5,0
10.459,199249.0,0
9.903,200512.0,0
10.721,201217.8,0
10.047,200891.0,0
10.17,200107.0,0
10.533,198017.8,0
10.087,199256.5,0
9.747,198672.6,0
10.015,198900.1,0
10.038,200776.2,0
9.639,200363.6,0
9.972,199881.1,0
9.826,201648.8,0
10.326,199858.4,0
10.059,200518.3,0
9.964,199585.9,0
10.017,199227.2,0
10.116,201058.8,0
10.234,198243.6,0
9.749,197413.8,0
9.736,198063.9,0
10.38,198567.1,0
9.925,199939.7,0
9.624,200280.2,0
10.182,198236.3,0
10.188,198412.5,0
9.59,198578.0,0
10.118,199065.5,0
10.27,199022.6,0
10.162,199382.1,0
10.239,198073.0,0
9.628,197942.9,0
10.149,198145.7,0
9.959,199056.1,0
9.905,197791.5,0
10.311,198109.1,0
10.493,199521.8,0
10.588,200477.9,0
10.444,199395.8,0
10.017,197918.6,0
10.156,199697.3,0
10.28,198431.5,0
10.086,200406.2,0
10.089,199432.9,0
10.297,198152.0,0
10.032,199120.6,0
9.831,197598.0,0
9.926,199171.9,0
10.24,198731.3,0
10.051,201097.4,0
10.152,199204.7,0
10.251,199054.0,0
9.938,196606.1,0
10.277,199624.5,0
10.164,200159.8,0
9.68,200165.8,0
10.483,198865.2,0
9.9,198372.3,0
9.554,200229.7,0
9.737,198899.2,0
9.744,198948.8,0
10.066,198652.7,0
9.969,196736.0,0
9.95,198161.0,0
10.237,199079.2,0
10.153,199579.6,0
10.146,198948.0,0
10.174,199516.9,0
10.236,197264.1,0
9.419,198021.4,0
9.942,201277.6,0
9.397,199680.9,0
10.062,200327.3,0
10.05,198700.3,0
10.365,200002.1,0
10.408,199962.0,0
10.112,201125.4,0
9.901,199413.6,0
10.197,197921.0,0
9.893,198202.1,0
10.051,199269.5,0
10.348,196356.6,0
9.885,199376.1,0
10.294,199524.2,0
10.255,200442.5,0
9.766,197143.3,0
10.344,197848.8,0
10.262,199074.1,0
10.083,198913.6,0
9.824,198976.3,0
9.794,199930.1,0
9.891,199300.5,0
10.215,200488.5,0
9.766,200155.7,0
10.184,198277.7,0
9.68,199251.5,0
9.991,199518.8,0
10.085,200851.6,0
10.786,199180.4,0
9.64,199535.7,0
10.494,198483.0,0
10.098,199495.6,0
10.176,197877.8,0
10.088,198293.0,0
10.186,200215.6,0
10.007,199807.3,0
10.489,200307.0,0
9.916,201207.6,0
10.393,199888.2,0
9.86,199191.9,0
10.035,198386.3,0
9.732,198404.3,0
10.19,198959.4,0
10.487,198883.1,0
10.03,199807.8,0
9.994,198057.4,0
9.719,198374.4,0
9.985,199294.7,0
9.576,197457.1,0
9.78,200397.5,0
10.122,199794.6,0
10.45,199135.1,0
10.897,197905.6,0
9.878,198787.1,0
10.485,199639.0,0
10.127,198295.3,0
10.009,197280.8,0
10.184,199389.0,0
10.073,199235.7,0
10.087,198433.5,0
9.932,201262.4,0
9.635,198096.0,0
9.591,200307.9,0
10.25,199587.1,0
9.971,199281.0,0
9.876,201240.6,0
10.057,200074.9,0
10.293,198250.2,0
10.109,198346.7,0
9.858,198150.5,0
10.423,199225.9,0
10.529,198208.9,0
10.203,196807.2,0
10.347,198432.5,0
10.428,199838.3,0
10.394,200277.8,0
10.239,199753.4,0
10.235,198792.1,0
10.211,199972.1,0
9.726,200869.8,0
10.265,199442.0,0
9.649,198955.6,0
9.817,200658.2,0
10.446,198278.7,0
10.308,199682.0,0
10.502,195830.2,0
9.974,198535.8,0
9.71,196676.8,0
9.984,199674.9,0
10.086,198117.5,0
10.079,199572.1,0
10.396,198332.6,0
9.947,198415.5,0
10.162,198238.3,0
9.759,199468.1,0
10.191,199248.7,0
10.057,198017.0,0
9.831,198820.5,0
9.985,198219.1,0
10.001,198431.5,0
9.975,198425.0,0
10.588,198343.9,0
10.027,199594.6,0
9.983,199580.9,0
9.427,197328.6,0
9.788,198667.1,0
9.978,201507.5,0
9.851,200195.5,0
10.471,201081.0,0
10.007,197907.7,0
10.443,198530.6,0
10.075,198052.9,0
10.068,198927.4,0
10.03,199166.0,0
10.058,199414.4,0
10.573,198446.1,0
9.361,198239.1,0
9.457,198004.3,0
9.894,198735.1,0
10.062,199505.0,0
10.264,199639.0,0
10.199,200167.3,0
9.942,199251.9,0
10.363,199679.4,0
10.367,197464.5,0
10.113,199909.8,0
10.346,200023.0,0
10.139,200662.5,0
9.889,200999.2,0
10.267,197738.1,0
10.091,199813.7,0
10.058,198534.9,0
10.5,198412.8,0
9.323,198527.5,0
9.633,198408.1,0
9.702,198740.7,0
9.949,198465.4,0
9.982,199362.8,0
9.606,199587.4,0
9.763,200077.3,0
9.8,199430.4,0
10.796,198805.8,0
10.599,199591.0,0
9.935,199909.0,0
9.949,199489.8,0
9.714,199429.8,0
9.486,201629.1,0
10.024,198298.5,0
9.759,199802.9,0
10.033,199049.0,0
9.579,197228.0,0
9.83,197172.9,0
10.103,197001.9,0
10.169,198917.2,0
10.184,197272.4,0
9.663,198785.1,0
10.315,199033.4,0
9.819,198393.6,0
10.249,198621.3,0
10.056,199795.4,0
9.646,197992.9,0
9.964,198935.9,0
10.169,196629.9,0
10.243,199125.0,0
10.017,200176.1,0
10.519,199664.2,0
10.362,198619.2,0
9.983,198452.3,0
10.285,200547.7,0
10.64,199499.9,0
10.648,198930.9,0
9.691,199518.1,0
9.782,198300.7,0
10.505,198711.3,0
9.742,198123.3,0
9.663,199742.7,0
9.914,197908.1,0
10.186,198343.8,0
10.029,199254.0,0
9.865,196267.4,0
9.858,198034.3,0
9.847,197902.9,0
9.796,198993.7,0
10.745,198977.2,0
10.15,200782.8,0
10.327,197867.0,0
9.914,197278.7,0
10.005,199999.3,0
9.847,198143.0,0
9.265,198916.5,0
9.647,198273.1,0
9.518,199395.2,0
9.386,199126.6,0
9.702,198407.0,0
10.458,198801.2,0
10.048,198290.7,0
10.448,198831.2,0
10.184,198324.1,0
10.296,200238.4,0
9.791,198497.3,0
10.218,198315.9,0
10.28,196972.9,0
9.888,197686.4,0
10.229,199366.6,0
10.231,198607.1,0
9.897,198437.8,0
9.725,199504.1,0
9.706,200075.7,0
10.088,197917.9,0
10.16,198531.6,0
9.824,196673.5,0
10.07,199718.3,0
10.233,201610.3,0
10.247,198409.3,0
10.528,198383.0,0
10.445,198678.1,0
9.762,198997.4,0
10.567,199039.2,0
9.903,199035.8,0
10.376,197365.0,0
10.083,198699.6,0
9.939,199394.1,0
9.52,197559.8,0
10.011,197391.1,0
9.595,198194.4,0
10.353,198923.2,0
10.518,199371.0,0
9.824,199528.7,0
10.153,197882.6,0
9.845,196864.9,0
9.874,200316.6,0
10.295,199981.2,0
10.051,198296.6,0
10.585,199505.5,0
9.918,199023.0,0
10.363,198560.1,0
10.092,200538.3,0
10.302,198086.8,0
9.929,197332.7,0
10.048,198884.3,0
10.029,198154.1,0
9.812,198911.0,0
10.262,198439.5,0
10.258,198025.8,0
10.242,198512.1,0
